u,v,length,is_blocked
8065139708,8067682360,141.86849231192903,False
8065139710,8065139749,258.85488214504886,False
8065139710,8065132521,190.42552726788148,False
8065139710,8065139718,78.60583726076534,False
8065139718,8065132515,187.1539794010631,False
8065139718,8065139710,78.60583726076534,False
8065139718,8065139731,78.09094784389805,False
8065139731,8065139718,78.09094784389806,False
8065139731,8073894228,1036.4288743951429,False
8065139731,8065139741,225.8861502040908,False
8065139741,8065139731,225.8861502040908,False
8065139749,8065139710,258.85488214504886,False
8065160427,8065132515,237.3013430120592,False
8065160447,8065139708,520.4695058614352,False
8065160447,8086906512,961.9667999521674,False
8065160447,8065160469,300.4207852139276,False
8065431427,8065431431,88.22564543360853,False
8065431431,1052038023,190.5531083984337,False
8065431431,1052042308,81.12862359577653,False
8065431431,8065431427,88.22564543360855,False
8065431439,1052038023,68.85168990128608,False
8065431439,1051829706,60.099655229951125,False
8065431439,8065509362,194.3681750808063,False
8065431444,1052037500,69.55751295305049,False
8065431449,1052042308,45.33863093530684,False
8065431468,8065431498,518.3498605183638,False
8065431468,1052042422,120.1837554199619,False
8065431468,8067683239,118.54998975332543,False
8065431498,2283183703,22.9456168102377,False
8065431498,8065431468,518.3498605183638,False
8065431498,8079989169,99.09950123471803,False
8065509361,1052043332,6.316431715681278,False
8065509361,1052041708,141.1819738217909,False
8065509361,1052037526,89.65339549735778,False
8065509362,8065509370,199.01300550963305,False
8065509362,8065431439,194.3681750808063,False
8065509362,1052041708,81.69360719418925,False
8065509370,1052041622,890.9318296378326,False
8065509370,1052040475,104.41792011984496,False
8065509370,8065509362,199.01300550963308,False
8065634934,8065634977,51.51657450401412,False
8065634934,8065634960,219.54792059408624,False
8065634934,8065634964,63.94994616940967,False
8065634960,8073716556,388.9264457478653,False
8065634960,8065634934,219.54792059408624,False
8065634960,8073716753,1010.0584689376764,False
8065634964,8065634934,63.94994616940968,False
8065634967,8065634977,125.64559641644055,False
8065634967,8065634977,240.2149220857329,False
8065634967,8077650116,331.3775870570629,False
8065634977,8065634934,51.51657450401412,False
8065634977,8065634967,125.64559641644058,False
8065634977,8065634967,240.21492208573292,False
8067682366,8065139688,130.71171550667913,False
8067683233,1052043332,82.0651921018075,False
8067683233,1052037526,87.76756509303135,False
8067683233,8067683238,82.0887021248596,False
8067683238,8067683233,82.0887021248596,False
8067683239,8067683246,119.41537442847672,False
8067683239,8065431468,118.54998975332543,False
8067683239,8079989169,75.4001321545919,False
8067683246,8067683239,119.41537442847672,False
8073263375,8073268855,40.84785536178148,False
8073263375,8073263377,58.14085717881734,False
8073263375,8073268908,394.7154549649589,False
8073263377,8076455564,1551.239803930256,False
8073263377,8073263375,58.14085717881734,False
8073263377,8073268899,71.49988318765263,False
8073263412,8073268855,138.21442098930942,False
8073268835,8076418190,1542.0003409022509,False
8073268835,8073268898,79.91678736868158,False
8073268835,8073268896,133.4376619243716,False
8073268855,8073263375,40.84785536178148,False
8073268855,8073263412,138.21442098930942,False
8073268855,8073268898,613.4099027262688,False
8073268876,8073268896,128.1760981356234,False
8073268896,8073268835,133.4376619243716,False
8073268896,8073268876,128.17609813562342,False
8073268896,8073268898,113.13969924778208,False
8073268898,8073268835,79.91678736868158,False
8073268898,8073268855,613.4099027262687,False
8073268898,8073268896,113.13969924778208,False
8073268899,8073263377,71.49988318765263,False
8073268908,8073263375,394.7154549649589,False
8073401138,8073401144,84.85063136722711,False
8073401138,8073507078,1275.3891569637017,False
8073401138,8065132498,369.8454189767448,False
8073401144,8065132498,337.520829799581,False
8073401144,8073401138,84.85063136722712,False
8073401144,8073401152,79.57650593369105,False
8073401152,8073401144,79.57650593369105,False
8073459845,8073459848,34.394689118934664,False
8073459845,2283183766,101.40504030483008,False
8073459845,8073507050,505.6228337167207,False
8073459848,8073523332,44.23270150839068,False
8073459848,8073459845,34.394689118934664,False
8073459848,8073459856,157.3099984547569,False
8073459856,8073560558,47.88174133844392,False
8073459856,8073523340,127.03488557386186,False
8073459856,8073459848,157.3099984547569,False
8073459856,8073459858,24.70171057381589,False
8073459858,8073553046,104.36737602547876,False
8073459858,8073459856,24.70171057381589,False
8073459858,8073459871,163.15755452388245,False
8073459871,8073473938,140.8493184743274,False
8073459871,8073459858,163.15755452388245,False
8073459871,8073523322,48.73607835823168,False
8073459877,8073560544,45.83457053423536,False
8073459877,8073523322,81.10282815523829,False
8073459877,8073459884,75.82801976510022,False
8073459884,8073553059,158.05859248924426,False
8073459884,8073459877,75.82801976510022,False
8073459884,8073716703,1210.28577688145,False
8073473931,8073473934,53.89562972220773,False
8073473931,2283183766,116.9083454020672,False
8073473931,8073553053,78.46185455202962,False
8073473934,8073553046,46.36589296475588,False
8073473934,8073473931,53.89562972220772,False
8073473934,8073553037,166.39719641179514,False
8073473938,8073553046,25.15725991188175,False
8073473938,8073459871,140.8493184743274,False
8073473938,8073553042,115.19443140225496,False
8073507050,8073507076,387.8041128167218,False
8073507050,8073459845,505.6228337167207,False
8073507050,8073507078,31.90148561431764,False
8073507076,8073507050,387.8041128167218,False
8073507076,8073523369,209.2941584108686,False
8073507076,8073523340,433.16249194240527,False
8073507078,8073507082,111.1933329697212,False
8073507078,8073507050,31.90148561431764,False
8073507078,8073401138,1275.3891569637017,False
8073507082,8073507078,111.1933329697212,False
8073507097,8073523332,195.79558172811264,False
8073507101,8073560557,159.05082635796023,False
8073507101,8074269390,157.02586141790331,False
8073507101,8073600165,63.21028963567834,False
8073507112,8073560557,20.60935826515043,False
8073507112,8073523322,322.5186591786077,False
8073507112,8073600168,75.67400559003103,False
8073523322,8073507112,322.51865917860766,False
8073523322,8073459871,48.73607835823169,False
8073523322,8073459877,81.10282815523829,False
8073523332,8073507097,195.7955817281127,False
8073523332,8073459848,44.23270150839068,False
8073523332,8073523340,140.4269870024388,False
8073523340,8073507076,433.1624919424053,False
8073523340,8073523332,140.42698700243878,False
8073523340,8073459856,127.03488557386189,False
8073523369,8073507076,209.2941584108686,False
8073553031,8073553037,188.6030660809033,False
8073553031,8073560568,111.94158080249306,False
8073553031,2283183766,227.68793316841192,False
8073553037,8073553038,41.45935358419883,False
8073553037,8073553031,188.6030660809033,False
8073553037,8073473934,166.39719641179514,False
8073553038,8073553037,41.45935358419883,False
8073553038,8073553042,46.66926801794817,False
8073553038,8073560568,394.5643513820581,False
8073553042,8073473938,115.19443140225496,False
8073553042,8073553038,46.66926801794818,False
8073553042,8073560557,304.8826689750452,False
8073553046,8073473938,25.15725991188175,False
8073553046,8073473934,46.36589296475587,False
8073553046,8073459858,104.36737602547876,False
8073553053,8073473931,78.46185455202962,False
8073553059,8073459884,158.05859248924426,False
8073553095,8073600165,63.23503332326622,False
8073553097,8073600168,73.34653509641977,False
8073560544,8073459877,45.83457053423536,False
8073560557,8073507112,20.60935826515043,False
8073560557,8073507101,159.05082635796023,False
8073560557,8073553042,304.88266897504514,False
8073560558,8073459856,47.88174133844392,False
8073560568,8073553038,394.5643513820581,False
8073560568,8077204040,2032.069672338428,False
8073560568,8073553031,111.94158080249306,False
8073600165,8073553095,63.23503332326622,False
8073600165,8073507101,63.21028963567834,False
8073600165,8073600168,172.8544480440132,False
8073600168,8073507112,75.67400559003103,False
8073600168,8073553097,73.34653509641977,False
8073600168,8073600165,172.85444804401322,False
8073691416,8073716757,299.1493932817804,False
8073691416,8074087193,109.2200733813168,False
8073691416,8073716753,257.01772292664106,False
8073716520,8073799002,141.4631540242115,False
8073716520,8073716531,359.59879787746223,False
8073716520,8074087193,67.96221336115127,False
8073716531,8074087202,134.65234690323572,False
8073716531,8073716540,320.38811670322855,False
8073716531,8073716520,359.59879787746223,False
8073716540,8073798965,6.512564253923716,False
8073716540,8074406082,422.9994988024869,False
8073716540,8073716531,320.38811670322855,False
8073716556,8073894249,490.9802845197791,False
8073716556,8065634960,388.9264457478653,False
8073716556,8073716763,833.3489688254756,False
8073716571,8073716581,238.2957561831312,False
8073716571,8073894249,410.85172159620817,False
8073716571,8076534581,379.7553600203129,False
8073716581,8073716571,238.2957561831312,False
8073716581,8073716722,51.18029926881138,False
8073716581,8077371546,1325.7596490968583,False
8073716643,8073889605,278.91759863157785,False
8073716643,8073716650,233.53212013556265,False
8073716643,8073716740,223.2499354939395,False
8073716650,8073716768,153.54078850645016,False
8073716650,8073716653,99.47498240246463,False
8073716650,8073716643,233.53212013556265,False
8073716653,8074116930,95.47686407350643,False
8073716653,8074140850,117.32396567267128,False
8073716653,8073716650,99.47498240246463,False
8073716655,8073716785,146.28471160610698,False
8073716655,8073798971,319.8493357503058,False
8073716655,8074116946,192.8451967489933,False
8073716663,8074116948,110.63636039162678,False
8073716663,8073798964,358.9350757751207,False
8073716663,8073798971,137.34187533015313,False
8073716666,8074424465,220.9923339089005,False
8073716666,8074424465,291.9996571122389,False
8073716666,8074116948,212.95622046844815,False
8073716675,8073716676,59.44222338498415,False
8073716675,8073894228,55.60107835898872,False
8073716675,8074140906,49.59623885563733,False
8073716676,8073716677,8.098551997044243,False
8073716676,8073716675,59.44222338498415,False
8073716676,8074140913,77.34637766993292,False
8073716677,8073716676,8.098551997044243,False
8073716677,8074140850,770.2460942707364,False
8073716677,8074140906,101.56037758429318,False
8073716703,8073716707,196.23069241063035,False
8073716703,8073459884,1210.2857768814506,False
8073716703,8073716740,8.229361489160429,False
8073716707,8073716703,196.23069241063035,False
8073716707,8073894227,523.5305584438502,False
8073716707,8073889605,39.23254251875432,False
8073716722,8073716739,928.048200729752,False
8073716722,8073716581,51.18029926881138,False
8073716722,8074322518,225.78267446236916,False
8073716739,8074322536,48.008442931853054,False
8073716739,8073716740,23.67879423438063,False
8073716739,8073716722,928.048200729752,False
8073716740,8073716703,8.229361489160429,False
8073716740,8073716739,23.67879423438063,False
8073716740,8073716643,223.24993549393952,False
8073716753,8073716757,264.5544177837406,False
8073716753,8073691416,257.01772292664106,False
8073716753,8065634960,1010.0584689376764,False
8073716757,8073716758,57.015417068553305,False
8073716757,8073716753,264.55441778374063,False
8073716757,8073691416,299.1493932817804,False
8073716758,8073716757,57.015417068553305,False
8073716758,8073716763,227.82516531643236,False
8073716758,8074322540,122.49611178283487,False
8073716758,8074322535,86.57258079433493,False
8073716763,8073716758,227.82516531643236,False
8073716763,8073716768,561.304252345016,False
8073716763,8073716783,245.986865660842,False
8073716763,8073716556,833.3489688254756,False
8073716768,8074116930,76.34817018994853,False
8073716768,8073716763,561.304252345016,False
8073716768,8073716650,153.54078850645018,False
8073716783,8073798992,71.42810546974631,False
8073716783,8073716785,208.1766379909936,False
8073716783,8073716763,245.986865660842,False
8073716783,8074116930,412.06455585591647,False
8073716785,8073716655,146.28471160610698,False
8073716785,8073716783,208.1766379909936,False
8073716785,8074116946,349.0134344255003,False
8073716785,8074087202,297.8688837812049,False
8073798964,8073798965,9.87343761520752,False
8073798964,8073716663,358.9350757751207,False
8073798964,8073798971,455.3112878316725,False
8073798965,8073716540,6.512564253923716,False
8073798965,8073798964,9.87343761520752,False
8073798965,8073798968,118.05074826269436,False
8073798968,8074416855,200.63491078259216,False
8073798968,8073798965,118.05074826269436,False
8073798968,8073798985,93.00183933731265,False
8073798971,8073798964,455.3112878316725,False
8073798971,8073716663,137.34187533015313,False
8073798971,8073716655,319.8493357503057,False
8073798985,8073798968,93.00183933731262,False
8073798992,8073716783,71.42810546974631,False
8073798992,8073799002,241.8082603618011,False
8073798992,8074322540,272.7080694546868,False
8073799002,8073716520,141.46315402421152,False
8073799002,8073798992,241.80826036180116,False
8073799002,8074087202,375.376852847385,False
8073889605,8074140906,207.8780921704598,False
8073889605,8073716643,278.9175986315778,False
8073889605,8073716707,39.23254251875432,False
8073894227,8073716707,523.5305584438503,False
8073894227,8074140844,259.4332993374019,False
8073894227,8073894228,72.65171670933645,False
8073894228,8073716675,55.60107835898872,False
8073894228,8065139731,1036.4288743951429,False
8073894228,8073894227,72.65171670933645,False
8073894241,8076534581,293.4803327826909,False
8073894241,8073894249,186.67081989636668,False
8073894241,8077650116,1022.3220821043092,False
8073894249,8073716571,410.8517215962082,False
8073894249,8073716556,490.9802845197791,False
8073894249,8073894241,186.67081989636668,False
8074087193,8074322540,347.6656317080296,False
8074087193,8073716520,67.96221336115127,False
8074087193,8073691416,109.2200733813168,False
8074087202,8073716785,297.8688837812049,False
8074087202,8073716531,134.65234690323575,False
8074087202,8073799002,375.37685284738507,False
8074116930,8073716653,95.47686407350643,False
8074116930,8073716768,76.34817018994853,False
8074116930,8073716783,412.06455585591647,False
8074116946,8074140850,6.28069282440293,False
8074116946,8073716785,349.0134344255003,False
8074116946,8073716655,192.8451967489933,False
8074116948,8073716663,110.63636039162678,False
8074116948,8074424456,366.41696661113366,False
8074116948,8073716666,212.95622046844815,False
8074140844,8073894227,259.43329933740193,False
8074140850,8074116946,6.28069282440293,False
8074140850,8073716653,117.32396567267128,False
8074140850,8073716677,770.2460942707365,False
8074140906,8073716675,49.59623885563733,False
8074140906,8073889605,207.8780921704598,False
8074140906,8073716677,101.56037758429318,False
8074140913,8073716676,77.34637766993292,False
8074269390,8073507101,157.02586141790331,False
8074269390,8074269404,271.1014065499055,False
8074269390,8074269405,356.6095668526095,False
8074269404,8074269405,43.86467023309582,False
8074269404,8074269390,271.1014065499056,False
8074269404,8074322521,119.79171645891508,False
8074269405,8074269404,43.86467023309582,False
8074269405,8074269390,356.6095668526096,False
8074269405,8077408507,32.068343944138995,False
8074322518,8073716722,225.78267446236916,False
8074322521,8074269404,119.79171645891508,False
8074322535,8073716758,86.57258079433493,False
8074322536,8073716739,48.008442931853054,False
8074322540,8073798992,272.70806945468684,False
8074322540,8073716758,122.49611178283487,False
8074322540,8074087193,347.66563170802965,False
8074406082,8074416861,32.31230027116477,False
8074406082,8074406091,460.8678334292285,False
8074406082,8073716540,422.999498802487,False
8074406091,8074406082,460.8678334292285,False
8074416853,8074416861,26.48623002285132,False
8074416853,8074416855,75.34856255641732,False
8074416853,8074424457,73.90295290751666,False
8074416855,8074424456,57.3580847866665,False
8074416855,8074416853,75.34856255641732,False
8074416855,8073798968,200.63491078259216,False
8074416861,8074416853,26.48623002285132,False
8074416861,8074416867,110.84140658532748,False
8074416861,8074406082,32.31230027116477,False
8074416861,8074416868,30.938831823263868,False
8074416867,8074416861,110.84140658532748,False
8074416868,8074416861,30.938831823263868,False
8074416871,8074416911,13.691646293894374,False
8074416871,8074424457,14.191283412740306,False
8074416871,8074416904,74.48214068330306,False
8074416876,8076599660,96.34235278036478,False
8074416876,8074416911,72.7119560725416,False
8074416876,8074424457,67.53184835015574,False
8074416904,8074416907,29.5446207494238,False
8074416904,8074416871,74.48214068330306,False
8074416904,8074424465,126.7639006663809,False
8074416907,8074416911,40.15877110749853,False
8074416907,8074416904,29.5446207494238,False
8074416907,8076599660,155.34958703120515,False
8074416911,8074416871,13.691646293894374,False
8074416911,8074416876,72.7119560725416,False
8074416911,8074416907,40.15877110749853,False
8074424456,8074416855,57.3580847866665,False
8074424456,8074424457,66.22211036999362,False
8074424456,8074116948,366.4169666111336,False
8074424457,8074424456,66.22211036999362,False
8074424457,8074416871,14.191283412740306,False
8074424457,8074416876,67.53184835015574,False
8074424457,8074416853,73.90295290751666,False
8074424465,8073716666,220.9923339089005,False
8074424465,8073716666,291.9996571122389,False
8074424465,8074416904,126.76390066638088,False
8076377113,8076377114,53.25156335713663,False
8076377113,8076418193,76.94623561678323,False
8076377113,8076455592,52.14456685927768,False
8076377114,8076377113,53.25156335713663,False
8076377114,8076455587,134.7121114530053,False
8076377114,8076418117,167.0459843235765,False
8076418117,8076418195,118.83341038148166,False
8076418117,8076377114,167.0459843235765,False
8076418117,8076418122,195.8074732976307,False
8076418122,8076418117,195.80747329763068,False
8076418122,8076418129,164.4887757058751,False
8076418122,8076418220,401.3318410289671,False
8076418129,8076418190,743.5027393902366,False
8076418129,8076418122,164.48877570587513,False
8076418129,8076435714,122.51731385001376,False
8076418147,8076435714,605.4612584102591,False
8076418147,8076435714,448.9480057627149,False
8076418147,8077192016,1970.9814409821868,False
8076418190,8076455603,7.541976813310297,False
8076418190,8073268835,1542.0003409022506,False
8076418190,8076418129,743.5027393902365,False
8076418193,8076377113,76.94623561678323,False
8076418193,8076455603,61.52759676426001,False
8076418193,8076455605,82.64559616333761,False
8076418195,8076418117,118.83341038148166,False
8076418220,8076455587,281.107231424817,False
8076418220,8076418122,401.3318410289672,False
8076418220,8076455564,296.467773844994,False
8076435714,8076418147,605.4612584102592,False
8076435714,8076418147,448.94800576271496,False
8076435714,8076418129,122.51731385001376,False
8076455550,8076455565,96.09676069656828,False
8076455550,8076455564,141.02378416479053,False
8076455550,8076455594,160.5485391787939,False
8076455564,8073263377,1551.239803930256,False
8076455564,8076455550,141.02378416479053,False
8076455564,8076418220,296.46777384499404,False
8076455565,8076455550,96.09676069656828,False
8076455587,8076455593,25.91835813638682,False
8076455587,8076377114,134.7121114530053,False
8076455587,8076418220,281.1072314248169,False
8076455592,8076455593,33.78185139354999,False
8076455592,8076455594,29.791789609865752,False
8076455592,8076377113,52.14456685927769,False
8076455593,8076455587,25.91835813638682,False
8076455593,8076455592,33.78185139354999,False
8076455593,8076455594,54.06150839571178,False
8076455594,8076455593,54.06150839571178,False
8076455594,8076455550,160.5485391787939,False
8076455594,8076455592,29.791789609865752,False
8076455599,8076455603,76.93205456682803,False
8076455603,8076418190,7.541976813310297,False
8076455603,8076418193,61.52759676426,False
8076455603,8076455599,76.93205456682801,False
8076455605,8076418193,82.64559616333761,False
8076534581,8077204188,1023.287028518558,False
8076534581,8073894241,293.4803327826909,False
8076534581,8073716571,379.755360020313,False
8076534581,8077204199,389.09633040936137,False
8076599657,8076599660,316.5270067543711,False
8076599660,8076599657,316.52700675437114,False
8076599660,8074416876,96.34235278036476,False
8076599660,8074416907,155.34958703120515,False
8076768255,8076768258,75.72124667681076,False
8076768255,1051920691,95.81625261663552,False
8076768255,8076911553,184.29293690481697,False
8076768258,8076768265,57.78216664699798,False
8076768258,8076768255,75.72124667681076,False
8076768258,1051920691,170.2770881355068,False
8076768265,8076911555,181.15779100917464,False
8076768265,8076768258,57.78216664699797,False
8076768265,8076840427,108.5500751028456,False
8076830363,8076830375,227.50090916561007,False
8076830375,8076911454,1148.6170721569572,False
8076830375,8077192016,850.4069379552506,False
8076830375,8076830363,227.5009091656101,False
8076830375,8076830391,252.8057039220907,False
8076830376,8076830379,79.52624049426598,False
8076830379,8076830376,79.52624049426596,False
8076830379,8076830391,53.29635862893879,False
8076830379,8076911468,210.6384561081611,False
8076830391,8076911468,312.27044992554426,False
8076830391,8076830375,252.8057039220907,False
8076830391,8076830379,53.29635862893879,False
8076830414,8076954995,25.28461234281116,False
8076830414,8076840435,91.97958135555088,False
8076830414,8076911555,36.82475072381354,False
8076840420,8077036697,39.76103453365295,False
8076840420,8076840427,77.1046917596184,False
8076840420,8077036690,392.9440827460055,False
8076840427,8076768265,108.5500751028456,False
8076840427,8076840420,77.10469175961839,False
8076840427,8076840435,148.4761515846466,False
8076840435,8076830414,91.97958135555088,False
8076840435,8077036697,96.03196140961845,False
8076840435,8076840427,148.4761515846466,False
8076840443,1051921159,1217.3822664856646,False
8076840443,1051921026,220.9340313398368,False
8076840443,8077036697,172.68741855734933,False
8076879816,8076911433,291.023359674246,False
8076879816,8076954996,689.4857601599357,False
8076879816,8076991439,121.09529437410224,False
8076911433,8076911445,205.75058738456872,False
8076911433,8076879816,291.023359674246,False
8076911433,8076911496,74.7492999274694,False
8076911445,8076911455,112.88339318603552,False
8076911445,8076911454,211.0218099637862,False
8076911445,8076911433,205.75058738456872,False
8076911454,1051921000,1489.1605171976364,False
8076911454,8076830375,1148.617072156957,False
8076911454,8076911445,211.02180996378624,False
8076911455,8076911445,112.88339318603552,False
8076911468,8076830391,312.27044992554426,False
8076911468,8076911496,806.4080326608419,False
8076911468,8076830379,210.6384561081611,False
8076911496,8076911468,806.408032660842,False
8076911496,8076911534,573.4830596776335,False
8076911496,8076911433,74.74929992746938,False
8076911523,8076911534,104.75783920533206,False
8076911534,8076911496,573.4830596776335,False
8076911534,8076911553,272.60252982155635,False
8076911534,8076911523,104.75783920533208,False
8076911553,8076768255,184.29293690481697,False
8076911553,8076911555,30.039725331329496,False
8076911553,8076911534,272.6025298215563,False
8076911555,8076830414,36.82475072381354,False
8076911555,8076768265,181.15779100917467,False
8076911555,8076911553,30.039725331329496,False
8076954966,8076955001,55.67869080801249,False
8076954966,1051921026,115.9479799289974,False
8076954966,8076954996,65.24357646803496,False
8076954988,8076954995,98.42381989201216,False
8076954995,1051921026,46.187149061865455,False
8076954995,8076830414,25.28461234281116,False
8076954995,8076954988,98.42381989201216,False
8076954996,8076879816,689.4857601599357,False
8076954996,8076954966,65.24357646803496,False
8076954996,8076955001,60.09693311907051,False
8076955001,8076954966,55.67869080801249,False
8076955001,1051921220,1421.9370420223663,False
8076955001,8076954996,60.096933119070506,False
8076991435,8076991439,48.54331417744751,False
8076991439,8076879816,121.09529437410222,False
8076991439,8076991435,48.54331417744751,False
8076991439,8076991448,153.73846075986793,False
8076991448,8076991439,153.73846075986796,False
8077036690,8076840420,392.9440827460054,False
8077036697,8076840420,39.76103453365295,False
8077036697,8076840435,96.03196140961845,False
8077036697,8076840443,172.68741855734933,False
8077192016,1051920876,61.9976128480969,False
8077192016,8076830375,850.4069379552504,False
8077192016,8076418147,1970.981440982187,False
8077204040,8077371537,391.000716698199,False
8077204040,8077482051,557.507043390161,False
8077204040,8073560568,2032.069672338428,False
8077204073,8077204188,67.11714127184925,False
8077204073,8077371537,346.4741494038519,False
8077204073,8077371540,188.51156626773067,False
8077204097,8077204108,170.76944984196484,False
8077204097,8077204188,592.7768922815486,False
8077204097,8077204266,56.66491332709244,False
8077204108,8077204110,69.1698143154781,False
8077204108,8077204097,170.76944984196487,False
8077204108,8077204199,508.8114668285833,False
8077204110,8077204216,206.07244637259407,False
8077204110,8077204108,69.1698143154781,False
8077204110,8077204217,117.7130493012048,False
8077204122,8077204216,10.7728787963649,False
8077204122,8077711988,674.1231741620951,False
8077204122,8079767942,990.8886753850264,False
8077204188,8077204097,592.7768922815486,False
8077204188,8077204073,67.11714127184925,False
8077204188,8076534581,1023.287028518558,False
8077204199,8076534581,389.09633040936137,False
8077204199,8077204216,433.0985279556286,False
8077204199,8077204108,508.81146682858326,False
8077204216,8077204122,10.7728787963649,False
8077204216,8077204110,206.07244637259404,False
