node_id,latitude,longitude,type,current_capacity,damage_severity
290209592,11.6490671,76.1307296,road_intersection,391,0.0
290210083,11.5943908,76.0765162,road_intersection,365,0.0
290210100,11.5984118,76.0807174,road_intersection,209,0.0
290210443,11.5407172,76.0372457,road_intersection,80,0.0
290210455,11.5506454,76.0385759,road_intersection,487,0.0
290210460,11.5547948,76.0390185,road_intersection,251,0.0
306421278,11.737962,76.2418802,road_intersection,452,0.0
306421297,11.7403556,76.2412632,road_intersection,355,0.0
306421862,11.7502383,76.2070352,road_intersection,401,0.0
306422213,11.7725325,76.1918032,road_intersection,392,0.0
306422540,11.7929216,76.1571788,road_intersection,137,0.0
306422618,11.800406,76.147088,road_intersection,214,0.0
306422654,11.7929963,76.139592,road_intersection,260,0.0
306423348,11.8067148,76.0649944,road_intersection,274,0.0
306423380,11.8079053,76.0629888,road_intersection,69,0.0
306423443,11.8092612,76.0584767,road_intersection,296,0.0
306423449,11.8102915,76.0559193,road_intersection,119,0.0
306423455,11.8103571,76.0557328,road_intersection,385,0.0
306423461,11.811216,76.055801,road_intersection,358,0.0
306423602,11.825278,76.063586,road_intersection,466,0.0
306423616,11.826222,76.062974,road_intersection,385,0.0
306423620,11.82663,76.0620962,road_intersection,215,0.0
306423636,11.828784,76.06068,road_intersection,486,0.0
306423715,11.8428407,76.0594861,road_intersection,235,0.0
313460739,11.6641735,76.2624882,road_intersection,196,0.0
340355113,11.6092814,76.2097734,road_intersection,458,0.0
340355163,11.618406,76.2111706,road_intersection,217,0.0
340355170,11.6195987,76.2112167,road_intersection,84,0.0
340355281,11.6323841,76.2153219,road_intersection,261,0.0
340355328,11.6348052,76.2144262,road_intersection,408,0.0
340355438,11.6399172,76.2154883,road_intersection,135,0.0
340355446,11.6415097,76.2134907,road_intersection,258,0.0
340355463,11.6472002,76.2186623,road_intersection,108,0.0
340355472,11.6507467,76.2156952,road_intersection,359,0.0
340355485,11.6543633,76.2166938,road_intersection,264,0.0
340355500,11.6063557,76.2081728,road_intersection,198,0.0
340355645,11.5985489,76.2165212,road_intersection,152,0.0
340355656,11.5906949,76.2182679,road_intersection,304,0.0
340355658,11.58816,76.2196869,road_intersection,352,0.0
340355659,11.5870452,76.2202846,road_intersection,474,0.0
340355695,11.57865,76.2231474,road_intersection,247,0.0
340355699,11.5743171,76.2217859,road_intersection,122,0.0
340355700,11.5732241,76.2214813,road_intersection,425,0.0
340355704,11.6015441,76.2566549,road_intersection,334,0.0
340355724,11.6080983,76.2644236,road_intersection,365,0.0
340355742,11.6189805,76.2751873,road_intersection,93,0.0
340355780,11.6374799,76.2689997,road_intersection,190,0.0
340355782,11.6393921,76.2683652,road_intersection,396,0.0
340355795,11.6490846,76.2601392,road_intersection,425,0.0
340355817,11.6539561,76.2571222,road_intersection,246,0.0
340355823,11.6556955,76.2560705,road_intersection,412,0.0
340355826,11.6570875,76.2559085,road_intersection,429,0.0
340355888,11.5491831,76.2283814,road_intersection,224,0.0
340355953,11.5472552,76.2280105,road_intersection,455,0.0
340355957,11.5470992,76.2280541,road_intersection,180,0.0
340356011,11.5433404,76.2262439,road_intersection,158,0.0
340356141,11.5389082,76.2387749,road_intersection,357,0.0
340356150,11.5387112,76.2399668,road_intersection,337,0.0
340356361,11.5366931,76.2435556,road_intersection,113,0.0
340356377,11.5409611,76.2431957,road_intersection,425,0.0
340356384,11.541851,76.2410769,road_intersection,140,0.0
340358611,11.5529705,76.1319561,road_intersection,413,0.0
340358870,11.5627,76.12991,road_intersection,53,0.0
340358922,11.5638896,76.1277096,road_intersection,409,0.0
340359002,11.5639955,76.1223731,road_intersection,404,0.0
340359008,11.564154,76.1221947,road_intersection,401,0.0
340359055,11.56514,76.12057,road_intersection,349,0.0
340359079,11.56407,76.11874,road_intersection,262,0.0
340359295,11.57042,76.11451,road_intersection,368,0.0
340359309,11.571284,76.1131853,road_intersection,174,0.0
340359315,11.5717925,76.1126227,road_intersection,402,0.0
340359374,11.57179,76.10931,road_intersection,300,0.0
340359381,11.57168,76.10863,road_intersection,256,0.0
340359420,11.57096,76.1063,road_intersection,278,0.0
340359621,11.5741758,76.1009196,road_intersection,306,0.0
340359964,11.57243,76.0894,road_intersection,66,0.0
340360340,11.57374,76.06816,road_intersection,113,0.0
340360718,11.5746022,76.0590007,road_intersection,160,0.0
340361456,11.5690907,76.2199227,road_intersection,101,0.0
340361521,11.5621128,76.2234411,road_intersection,248,0.0
340361542,11.5498463,76.2288695,road_intersection,351,0.0
340361550,11.5484055,76.2307411,road_intersection,345,0.0
340361571,11.5485289,76.2340414,road_intersection,262,0.0
340361587,11.5472433,76.2351171,road_intersection,435,0.0
340361600,11.54781,76.2368041,road_intersection,304,0.0
340361702,11.5412566,76.2036658,road_intersection,85,0.0
340361725,11.5368645,76.2035597,road_intersection,395,0.0
340362608,11.5730921,76.0407624,road_intersection,309,0.0
340362618,11.5745165,76.0397841,road_intersection,336,0.0
340369290,11.5564841,76.2234668,road_intersection,304,0.0
340369406,11.5752364,76.2072575,road_intersection,299,0.0
345558142,11.6366796,76.3065549,road_intersection,90,0.0
345558238,11.6548921,76.2862388,road_intersection,302,0.0
345558242,11.6558757,76.2856448,road_intersection,408,0.0
345558274,11.663015,76.266726,road_intersection,187,0.0
345558289,11.667978,76.263182,road_intersection,321,0.0
360329373,11.566771,76.1211616,road_intersection,63,0.0
360329374,11.5668865,76.1210474,road_intersection,206,0.0
360329409,11.5688061,76.1185735,road_intersection,246,0.0
360329553,11.571126,76.1172185,road_intersection,493,0.0
360329603,11.5718343,76.1172955,road_intersection,146,0.0
360329900,11.576264,76.1157489,road_intersection,174,0.0
360329918,11.5767516,76.1143299,road_intersection,234,0.0
360338144,11.5495247,76.229888,road_intersection,497,0.0
360338199,11.5477118,76.2392016,road_intersection,434,0.0
360338262,11.5480553,76.2397444,road_intersection,65,0.0
360338431,11.5473659,76.2421664,road_intersection,155,0.0
360338455,11.547065,76.2431483,road_intersection,420,0.0
360338676,11.5554458,76.2189127,road_intersection,76,0.0
360341071,11.5536402,76.2171496,road_intersection,435,0.0
360341109,11.5509442,76.2128948,road_intersection,176,0.0
360343019,11.5482562,76.208321,road_intersection,463,0.0
393087813,11.5782896,76.1099062,road_intersection,182,0.0
393087814,11.5785133,76.1095259,road_intersection,245,0.0
393087816,11.5792624,76.1082661,road_intersection,348,0.0
393087822,11.5809845,76.1060888,road_intersection,106,0.0
393087826,11.5825045,76.1046448,road_intersection,301,0.0
393087827,11.5828146,76.1043993,road_intersection,277,0.0
393087829,11.5836771,76.1036688,road_intersection,403,0.0
393087838,11.5843114,76.1027683,road_intersection,499,0.0
393087849,11.5853996,76.099934,road_intersection,349,0.0
393089400,11.5881887,76.0966623,road_intersection,234,0.0
393089403,11.5889538,76.0968236,road_intersection,233,0.0
393089416,11.5916245,76.0953302,road_intersection,238,0.0
393089421,11.5922588,76.0949711,road_intersection,417,0.0
393089424,11.5924157,76.0942959,road_intersection,194,0.0
393089437,11.5943694,76.0943449,road_intersection,125,0.0
393089446,11.5956826,76.0935756,road_intersection,200,0.0
393089464,11.5967017,76.0894747,road_intersection,60,0.0
393089468,11.5970207,76.0881245,road_intersection,97,0.0
393089472,11.5972125,76.0856442,road_intersection,90,0.0
393089506,11.6015717,76.0824343,road_intersection,397,0.0
393090158,11.5980407,76.0801283,road_intersection,375,0.0
394633945,11.6921911,76.0806024,road_intersection,364,0.0
394633959,11.6993535,76.0773174,road_intersection,258,0.0
394633971,11.7111023,76.07948,road_intersection,373,0.0
394634004,11.640701,76.087331,road_intersection,122,0.0
394634056,11.6561091,76.0879895,road_intersection,456,0.0
394634067,11.660092,76.084144,road_intersection,275,0.0
394634069,11.661891,76.083825,road_intersection,473,0.0
394634080,11.6671378,76.080857,road_intersection,118,0.0
394634087,11.67144,76.079812,road_intersection,274,0.0
394655865,11.749386,76.0152213,road_intersection,364,0.0
394662398,11.8034224,76.0056928,road_intersection,273,0.0
394662399,11.8029448,76.0060591,road_intersection,251,0.0
394770097,11.7956183,76.0001639,road_intersection,124,0.0
394770103,11.7959915,75.9977822,road_intersection,221,0.0
394770104,11.8023975,76.0030746,road_intersection,157,0.0
394770105,11.802314,76.0030197,road_intersection,185,0.0
394770112,11.798961,76.0016575,road_intersection,358,0.0
394770113,11.798839,76.0014315,road_intersection,334,0.0
394770117,11.7978119,76.000003,road_intersection,323,0.0
394800668,11.7523911,76.0374472,road_intersection,213,0.0
394800674,11.7551563,76.0413967,road_intersection,482,0.0
395074837,11.759516,76.0593639,road_intersection,89,0.0
395074856,11.7653353,76.0607896,road_intersection,204,0.0
395074867,11.7696793,76.0605563,road_intersection,103,0.0
395095710,11.8049101,76.0048106,road_intersection,202,0.0
395095714,11.8034932,76.0053252,road_intersection,483,0.0
395095715,11.8033639,76.0042095,road_intersection,215,0.0
395115873,11.828691,76.0422964,road_intersection,459,0.0
395115894,11.8374168,76.0488201,road_intersection,273,0.0
395115905,11.84117,76.0528852,road_intersection,365,0.0
395350868,11.6028336,76.0863748,road_intersection,256,0.0
395350882,11.6090721,76.0873667,road_intersection,169,0.0
395350884,11.6100542,76.0878213,road_intersection,394,0.0
395350897,11.6165892,76.0882517,road_intersection,487,0.0
395350927,11.6179563,76.0843902,road_intersection,168,0.0
395350932,11.6327622,76.0896533,road_intersection,401,0.0
395350933,11.6332473,76.0894818,road_intersection,167,0.0
395350934,11.6331949,76.0897468,road_intersection,373,0.0
395350935,11.6306496,76.0895609,road_intersection,405,0.0
395350960,11.6271132,76.0829589,road_intersection,252,0.0
395350962,11.6264883,76.0826309,road_intersection,382,0.0
395350963,11.6260406,76.0825896,road_intersection,172,0.0
395350968,11.6244899,76.0828014,road_intersection,85,0.0
395350978,11.6217478,76.0822797,road_intersection,93,0.0
395350980,11.6212014,76.0819672,road_intersection,251,0.0
395350986,11.6198758,76.0817399,road_intersection,457,0.0
395350989,11.6193281,76.0817206,road_intersection,107,0.0
395350996,11.6181563,76.082791,road_intersection,255,0.0
395350999,11.6178097,76.0832645,road_intersection,367,0.0
395351003,11.6144726,76.0828324,road_intersection,141,0.0
395351010,11.6152311,76.0818719,road_intersection,375,0.0
395351033,11.6102791,76.0828119,road_intersection,187,0.0
395351037,11.6093515,76.0816669,road_intersection,414,0.0
395351675,11.6037845,76.083599,road_intersection,311,0.0
395351684,11.6032539,76.0844897,road_intersection,296,0.0
397700890,11.6201941,76.076857,road_intersection,129,0.0
397700906,11.6136251,76.0790152,road_intersection,258,0.0
397700919,11.6138405,76.0751663,road_intersection,436,0.0
398664531,11.5409828,76.1603584,road_intersection,58,0.0
398664543,11.5426759,76.1593124,road_intersection,392,0.0
398664545,11.5428629,76.1591382,road_intersection,272,0.0
398664626,11.5532658,76.1520446,road_intersection,374,0.0
398664677,11.5411226,76.1766736,road_intersection,349,0.0
398664682,11.5414045,76.1774196,road_intersection,244,0.0
398664693,11.5424357,76.1784592,road_intersection,189,0.0
398664797,11.5472378,76.1922568,road_intersection,332,0.0
398664865,11.5474328,76.2036107,road_intersection,113,0.0
398664870,11.5478103,76.2041334,road_intersection,313,0.0
398664875,11.5466372,76.2050871,road_intersection,92,0.0
401461590,11.556761,76.1412662,road_intersection,343,0.0
401461602,11.5551521,76.1456106,road_intersection,333,0.0
401462041,11.5388764,76.1645029,road_intersection,88,0.0
411451013,11.6017998,76.254969,road_intersection,391,0.0
411451029,11.6003608,76.2489775,road_intersection,237,0.0
411451060,11.5974351,76.2378476,road_intersection,404,0.0
411451081,11.5980813,76.2308685,road_intersection,68,0.0
411458534,11.5882424,76.2555449,road_intersection,130,0.0
411458544,11.5860459,76.2545863,road_intersection,272,0.0
411488626,11.6179338,76.2121332,road_intersection,134,0.0
411810579,11.5882547,76.3202811,road_intersection,198,0.0
411810600,11.6050996,76.324841,road_intersection,347,0.0
411810606,11.6062515,76.3186302,road_intersection,115,0.0
411810637,11.6295845,76.3109255,road_intersection,355,0.0
412482396,11.9400244,76.0641992,road_intersection,96,0.0
412482562,11.9021927,76.0670851,road_intersection,129,0.0
412482753,11.8631876,76.0725229,road_intersection,315,0.0
412482770,11.8579252,76.0719323,road_intersection,407,0.0
412482911,11.8085694,76.0601736,road_intersection,126,0.0
412482916,11.8061077,76.0659088,road_intersection,185,0.0
412482917,11.8055175,76.0666698,road_intersection,467,0.0
412482939,11.7964737,76.0811495,road_intersection,496,0.0
412482941,11.795576,76.082866,road_intersection,312,0.0
412482993,11.8042518,76.1193623,road_intersection,251,0.0
412483012,11.795637,76.126753,road_intersection,206,0.0
412483033,11.794739,76.135949,road_intersection,326,0.0
412483086,11.793023,76.162284,road_intersection,316,0.0
412483088,11.792706,76.163735,road_intersection,182,0.0
412483107,11.7866443,76.1665649,road_intersection,60,0.0
412483115,11.781439,76.171075,road_intersection,118,0.0
412483181,11.7684651,76.1975555,road_intersection,482,0.0
412483195,11.7639008,76.194806,road_intersection,238,0.0
412483296,11.745236,76.2419259,road_intersection,267,0.0
604965305,11.737647,76.1171169,road_intersection,260,0.0
604965309,11.7411099,76.1191246,road_intersection,403,0.0
604965316,11.7382632,76.1235395,road_intersection,79,0.0
604965339,11.7288721,76.139386,road_intersection,87,0.0
604965352,11.7238933,76.1483936,road_intersection,174,0.0
604965439,11.6797707,76.2082946,road_intersection,269,0.0
604965452,11.6707717,76.220319,road_intersection,352,0.0
660585134,11.8418834,75.9495906,road_intersection,271,0.0
660585142,11.8475817,75.948125,road_intersection,248,0.0
660585146,11.8482396,75.9477106,road_intersection,472,0.0
660585155,11.8492982,75.9481847,road_intersection,122,0.0
660585158,11.8522842,75.9483324,road_intersection,307,0.0
660585163,11.8436766,75.9492401,road_intersection,294,0.0
660585180,11.8464602,75.9493289,road_intersection,263,0.0
660585187,11.8502866,75.9490783,road_intersection,414,0.0
660585210,11.8562126,75.9499672,road_intersection,170,0.0
660585228,11.8595782,75.9521227,road_intersection,480,0.0
660585232,11.8592753,75.9561723,road_intersection,199,0.0
660585237,11.8579253,75.9588428,road_intersection,295,0.0
660585242,11.8586162,75.9575678,road_intersection,284,0.0
660585264,11.8601402,75.9555208,road_intersection,433,0.0
660597553,11.8395745,75.9199069,road_intersection,247,0.0
833954707,11.6424459,76.0871099,road_intersection,178,0.0
833954727,11.6225096,76.0735647,road_intersection,59,0.0
833954729,11.6226057,76.0725314,road_intersection,214,0.0
833954736,11.6256441,76.0713305,road_intersection,422,0.0
833954746,11.6308462,76.0676564,road_intersection,54,0.0
833954748,11.6310364,76.0682122,road_intersection,454,0.0
833954758,11.6326664,76.0725948,road_intersection,294,0.0
833954773,11.6371719,76.0802834,road_intersection,113,0.0
842387229,11.6149103,76.0641275,road_intersection,186,0.0
842387483,11.5592598,76.034943,road_intersection,299,0.0
842387497,11.6146663,76.0647316,road_intersection,192,0.0
842387558,11.6107157,76.0456481,road_intersection,98,0.0
842387726,11.6145852,76.0725263,road_intersection,350,0.0
842387790,11.6108395,76.0516641,road_intersection,353,0.0
842387848,11.6158692,76.0800066,road_intersection,103,0.0
842387959,11.5617412,76.0340964,road_intersection,176,0.0
910345748,11.6329,75.99718,road_intersection,159,0.0
910345751,11.6366667,75.9816,road_intersection,347,0.0
910345765,11.74432,75.99439,road_intersection,379,0.0
910345839,11.70928,75.98298,road_intersection,377,0.0
910345856,11.7189439,75.9847531,road_intersection,473,0.0
910345858,11.6283724,75.9905451,road_intersection,396,0.0
910345860,11.64272,75.97947,road_intersection,194,0.0
910345949,11.7354314,75.9840502,road_intersection,98,0.0
910345970,11.645018,75.978668,road_intersection,327,0.0
910346008,11.70677,75.98262,road_intersection,463,0.0
910346036,11.6342295,76.0020044,road_intersection,489,0.0
910346045,11.73438,75.98445,road_intersection,153,0.0
910346047,11.67314,75.97022,road_intersection,156,0.0
910346056,11.67933,75.97536,road_intersection,66,0.0
910346145,11.63313,75.99969,road_intersection,113,0.0
910346224,11.70534,75.98675,road_intersection,300,0.0
910346253,11.67286,75.97019,road_intersection,296,0.0
910346263,11.67884,75.9751,road_intersection,217,0.0
910346326,11.6416248,75.9840638,road_intersection,189,0.0
910346362,11.6780804,75.9750172,road_intersection,424,0.0
910346373,11.6246813,76.0206245,road_intersection,257,0.0
990931855,11.8242033,76.0273581,road_intersection,414,0.0
990931935,11.8236928,76.0222113,road_intersection,484,0.0
990932156,11.8302801,76.0459875,road_intersection,193,0.0
990937654,11.6751668,75.978627,road_intersection,141,0.0
990937825,11.6647988,75.9871949,road_intersection,479,0.0
990937876,11.6661779,75.9873815,road_intersection,336,0.0
990937885,11.6708609,75.9791929,road_intersection,181,0.0
990944884,11.6365881,76.0141382,road_intersection,330,0.0
990944891,11.6383828,76.0085629,road_intersection,282,0.0
990948584,11.613336,76.0088506,road_intersection,458,0.0
990948628,11.621077,75.9991884,road_intersection,165,0.0
990948644,11.6075703,76.0080392,road_intersection,497,0.0
991177800,11.6064225,76.0093879,road_intersection,472,0.0
991177963,11.6047569,76.0095575,road_intersection,131,0.0
1092102831,11.6494609,76.1390023,road_intersection,124,0.0
1092114407,11.6187595,76.0848826,road_intersection,290,0.0
1092114410,11.6270145,76.0881834,road_intersection,70,0.0
1092114461,11.6243245,76.0878513,road_intersection,184,0.0
1461433885,11.7869138,76.0454968,road_intersection,246,0.0
1461433915,11.7894859,76.0493807,road_intersection,487,0.0
1461433928,11.7901595,76.0506009,road_intersection,497,0.0
1461433950,11.7911219,76.0536947,road_intersection,118,0.0
1461433966,11.7939053,76.0530954,road_intersection,452,0.0
1461434057,11.8091391,76.0502368,road_intersection,91,0.0
1468061838,11.7628628,76.0632345,road_intersection,387,0.0
1468061840,11.8033496,76.0056077,road_intersection,431,0.0
1562330940,11.9038516,76.0505622,road_intersection,451,0.0
1562330943,11.9063356,76.0055703,road_intersection,150,0.0
1562331041,11.9021719,76.0379665,road_intersection,452,0.0
1562331043,11.9112468,75.9957762,road_intersection,102,0.0
1562331241,11.9042347,76.0408828,road_intersection,284,0.0
1562331249,11.9016478,76.0236833,road_intersection,261,0.0
1697282543,11.6419228,76.0406689,road_intersection,192,0.0
1697282576,11.6413499,76.0395567,road_intersection,59,0.0
1697282607,11.6392063,76.0569804,road_intersection,398,0.0
1697282608,11.6384007,76.0465958,road_intersection,201,0.0
1697282614,11.6402712,76.0514083,road_intersection,348,0.0
1712235911,11.6715049,75.9582223,road_intersection,235,0.0
1712266519,11.7379519,75.9696549,road_intersection,218,0.0
1712266528,11.7400579,75.9089627,road_intersection,449,0.0
1712266534,11.7402554,75.9065105,road_intersection,92,0.0
1712266541,11.74145,75.8496796,road_intersection,382,0.0
1712266551,11.7443449,75.8815204,road_intersection,386,0.0
1712266552,11.7438343,75.875663,road_intersection,221,0.0
1712266571,11.7617956,75.9517111,road_intersection,168,0.0
1712266573,11.7628998,75.9557023,road_intersection,52,0.0
1712266593,11.7731294,75.975417,road_intersection,472,0.0
1712266607,11.7847994,75.9895321,road_intersection,477,0.0
1712266609,11.7860412,75.9902938,road_intersection,158,0.0
1712266616,11.7946239,75.9952644,road_intersection,64,0.0
1842326946,11.6611281,76.255835,road_intersection,105,0.0
1842326947,11.6521706,76.2485571,road_intersection,80,0.0
1842326953,11.6586628,76.248414,road_intersection,424,0.0
1842326958,11.649923,76.2492346,road_intersection,452,0.0
1936245915,11.6905424,76.0050093,road_intersection,119,0.0
1936245922,11.7361446,76.0237354,road_intersection,386,0.0
1936245926,11.6928459,76.0055096,road_intersection,130,0.0
1936245928,11.6816878,75.9746073,road_intersection,215,0.0
1936245932,11.689736,76.0021514,road_intersection,320,0.0
1936245939,11.721149,76.0165019,road_intersection,374,0.0
1936245945,11.7226227,76.0202145,road_intersection,444,0.0
1936245950,11.7297044,76.0235931,road_intersection,70,0.0
1936245960,11.6954724,76.0059066,road_intersection,138,0.0
1936245972,11.7279031,76.0222892,road_intersection,176,0.0
1936245975,11.7071707,76.0079826,road_intersection,189,0.0
1936245993,11.7327186,76.0231953,road_intersection,500,0.0
1936246012,11.7099652,76.0100855,road_intersection,400,0.0
1936246016,11.6884818,75.9986705,road_intersection,194,0.0
1956589471,11.8007451,76.0022878,road_intersection,488,0.0
1994983614,11.819542,75.9899105,road_intersection,275,0.0
1994983616,11.8190812,75.9879177,road_intersection,275,0.0
1994983618,11.827122,75.9811724,road_intersection,245,0.0
1994983642,11.8204026,75.9834743,road_intersection,114,0.0
1994983670,11.813416,75.9943464,road_intersection,471,0.0
1994983823,11.819531,75.9868646,road_intersection,56,0.0
1998716903,11.8411859,75.8756839,road_intersection,128,0.0
1998717104,11.8387577,75.8954084,road_intersection,153,0.0
1998717140,11.8401962,75.9155736,road_intersection,175,0.0
1998717195,11.8389627,75.918304,road_intersection,109,0.0
1998717203,11.8355549,75.8387023,road_intersection,58,0.0
1998717261,11.8396518,75.92303,road_intersection,355,0.0
1998717269,11.8373418,75.9421725,road_intersection,487,0.0
1998717364,11.8357983,75.8561821,road_intersection,104,0.0
1998717739,11.8341531,75.8419712,road_intersection,183,0.0
1998717768,11.8386317,75.8958541,road_intersection,278,0.0
1998717803,11.8317012,75.8523728,road_intersection,468,0.0
1998717812,11.8338696,75.856482,road_intersection,363,0.0
1998717838,11.8416348,75.8678518,road_intersection,395,0.0
1998717909,11.8416701,75.9480619,road_intersection,312,0.0
2000116963,11.75146,76.0051363,road_intersection,238,0.0
2000159641,11.7346304,76.0101145,road_intersection,140,0.0
2000159708,11.7392741,76.0172098,road_intersection,439,0.0
2000159713,11.7329977,76.0130885,road_intersection,412,0.0
2000176453,11.7383876,76.0103263,road_intersection,61,0.0
2000176459,11.7502744,76.012382,road_intersection,372,0.0
2000176469,11.7288663,76.0035009,road_intersection,88,0.0
2000176482,11.7468701,76.0126981,road_intersection,383,0.0
2000176488,11.7477895,76.0127488,road_intersection,422,0.0
2000176501,11.7381031,76.0102589,road_intersection,109,0.0
2000176535,11.7348911,75.9896808,road_intersection,245,0.0
2000176548,11.7329716,75.9854646,road_intersection,105,0.0
2000193002,11.7329136,76.0180252,road_intersection,305,0.0
2000200440,11.7308337,76.0183471,road_intersection,468,0.0
2000207349,11.7248075,76.0206048,road_intersection,86,0.0
2004811044,11.6589323,76.2074893,road_intersection,229,0.0
2005926687,11.7172535,76.0801576,road_intersection,488,0.0
2005926690,11.7204155,76.0802055,road_intersection,185,0.0
2005926707,11.7328052,76.0726708,road_intersection,109,0.0
2005926712,11.7368201,76.0729031,road_intersection,270,0.0
2005926714,11.7378244,76.072914,road_intersection,279,0.0
2005926719,11.7398912,76.072808,road_intersection,348,0.0
2005926720,11.7402752,76.0730446,road_intersection,191,0.0
2005926721,11.740588,76.0732089,road_intersection,480,0.0
2005926734,11.751367,76.0679439,road_intersection,284,0.0
2005926742,11.755004,76.0641359,road_intersection,179,0.0
2006809301,11.6680052,76.1534102,road_intersection,483,0.0
2006809315,11.6699635,76.1514557,road_intersection,467,0.0
2006809404,11.6782163,76.1274545,road_intersection,275,0.0
2006809566,11.7006313,76.1061626,road_intersection,61,0.0
2019274115,11.6180104,76.1951199,road_intersection,319,0.0
2019274130,11.6181758,76.1672663,road_intersection,300,0.0
2019274150,11.619105,76.1581232,road_intersection,116,0.0
2019274159,11.6195533,76.1742339,road_intersection,335,0.0
2019274182,11.6203702,76.1577599,road_intersection,429,0.0
2019274238,11.6232368,76.1567911,road_intersection,97,0.0
2019274246,11.6235715,76.1713871,road_intersection,376,0.0
2019274263,11.625358,76.1945076,road_intersection,113,0.0
2019274282,11.6277765,76.1948872,road_intersection,387,0.0
2019274284,11.6278489,76.1956076,road_intersection,239,0.0
2019274310,11.6310654,76.1506554,road_intersection,52,0.0
2019274330,11.6356913,76.1498279,road_intersection,485,0.0
2019274338,11.6370118,76.19367,road_intersection,124,0.0
2019274379,11.6425864,76.1825187,road_intersection,318,0.0
2019274381,11.6430806,76.1817921,road_intersection,131,0.0
2019274419,11.6514092,76.1418471,road_intersection,470,0.0
2019274433,11.6591064,76.1713874,road_intersection,382,0.0
2026658849,11.8030924,76.008079,road_intersection,412,0.0
2026661833,11.7889406,76.044798,road_intersection,244,0.0
2026668269,11.7730853,76.0596299,road_intersection,260,0.0
2026701379,11.6323508,76.0492825,road_intersection,336,0.0
2026701388,11.632936,76.0651396,road_intersection,403,0.0
2026701390,11.6329489,76.0405702,road_intersection,431,0.0
2026701430,11.6353394,76.0601702,road_intersection,58,0.0
2164886710,11.6143508,76.0732313,road_intersection,349,0.0
2164886732,11.6179905,76.0732473,road_intersection,99,0.0
2164886739,11.6195866,76.0733615,road_intersection,179,0.0
2297194928,11.5858562,76.2525062,road_intersection,424,0.0
2297194934,11.5865273,76.248051,road_intersection,162,0.0
2329707097,11.8050828,76.0765714,road_intersection,409,0.0
2329707100,11.800216,76.0727265,road_intersection,258,0.0
2329707154,11.8112264,76.0845606,road_intersection,154,0.0
2329707257,11.8205459,76.0712355,road_intersection,200,0.0
2329707278,11.8204199,76.0770994,road_intersection,289,0.0
2329707390,11.7906702,76.0662972,road_intersection,395,0.0
2329707415,11.7967558,76.0755389,road_intersection,323,0.0
2329707457,11.8234909,76.0669218,road_intersection,470,0.0
2329707558,11.8142103,76.0859448,road_intersection,441,0.0
2329707623,11.7998443,76.0740037,road_intersection,389,0.0
2329707646,11.7856867,76.065824,road_intersection,322,0.0
2329707702,11.8196685,76.0729782,road_intersection,180,0.0
2329736327,11.5501052,76.1167023,road_intersection,236,0.0
2329736658,11.5506208,76.1176294,road_intersection,103,0.0
2329736669,11.5501565,76.1149419,road_intersection,218,0.0
