node_id,y,x,type,current_capacity,damage_severity
6984346475,19.6800029,85.498405,road_intersection,123,0.0
8065132498,19.7288007,85.5425383,road_intersection,342,0.0
8065132503,19.7313077,85.5494571,road_intersection,299,0.0
8065132515,19.714136,85.5444614,hospital,482,0.0
8065132521,19.7155188,85.5449681,road_intersection,161,0.0
8065132579,19.7288565,85.5437124,road_intersection,77,0.0
8065132584,19.7294624,85.5443412,road_intersection,255,0.0
8065139685,19.7295518,85.5445452,road_intersection,139,0.0
8065139688,19.7291659,85.5446266,road_intersection,128,0.0
8065139693,19.729407,85.5450542,road_intersection,155,0.0
8065139708,19.7322915,85.5521692,road_intersection,356,0.0
8065139710,19.7156067,85.5434904,road_intersection,242,0.0
8065139718,19.7150393,85.5431474,road_intersection,444,0.0
8065139731,19.7147931,85.5424518,road_intersection,104,0.0
8065139741,19.7128153,85.5427827,road_intersection,470,0.0
8065139749,19.7168652,85.5443063,road_intersection,234,0.0
8065160427,19.7124264,85.5456597,road_intersection,290,0.0
8065160447,19.7343106,85.5566312,relief_camp,418,0.0
8065431427,19.6703769,85.4449911,road_intersection,271,0.0
8065431431,19.6697317,85.4454782,road_intersection,123,0.0
8065431439,19.669973,85.4477866,road_intersection,158,0.0
8065431444,19.6683384,85.4409838,road_intersection,463,0.0
8065431449,19.6698871,85.4446412,road_intersection,81,0.0
8065431468,19.672411,85.4506671,road_intersection,460,0.0
8065431498,19.6743058,85.4525912,road_intersection,354,0.0
8065509361,19.6711745,85.4485832,road_intersection,281,0.0
8065509362,19.6709108,85.449348,road_intersection,192,0.0
8065509370,19.6704859,85.4511212,road_intersection,437,0.0
8065634934,19.6889997,85.5223383,road_intersection,64,0.0
8065634960,19.6895226,85.5242295,road_intersection,370,0.0
8065634964,19.6884884,85.5226158,road_intersection,144,0.0
8065634967,19.6886142,85.5207157,road_intersection,210,0.0
8065634977,19.6889722,85.5218471,road_intersection,78,0.0
8067682366,19.7280606,85.5450097,road_intersection,303,0.0
8067683233,19.6714998,85.448038,road_intersection,116,0.0
8067683238,19.6721255,85.4476287,relief_camp,102,0.0
8067683239,19.6732406,85.4513782,road_intersection,198,0.0
8067683246,19.6740168,85.4506152,hospital,273,0.0
8073263375,19.7132342,85.4645981,road_intersection,476,0.0
8073263377,19.7131453,85.4651451,road_intersection,424,0.0
8073263412,19.7132984,85.4629134,road_intersection,230,0.0
8073268835,19.7175498,85.4685032,road_intersection,313,0.0
8073268855,19.713311,85.4642165,road_intersection,397,0.0
8073268876,19.718344,85.4665539,road_intersection,222,0.0
8073268896,19.7182524,85.4676641,road_intersection,396,0.0
8073268898,19.717247,85.46783,road_intersection,349,0.0
8073268899,19.7125036,85.4651052,road_intersection,367,0.0
8073268908,19.7100672,85.4634233,road_intersection,490,0.0
8073401138,19.7272446,85.5394334,road_intersection,219,0.0
8073401144,19.7269473,85.5401323,hospital,80,0.0
8073401152,19.7262467,85.5402865,road_intersection,291,0.0
8073459845,19.7192832,85.5243665,road_intersection,198,0.0
8073459848,19.7190011,85.5244993,road_intersection,76,0.0
8073459856,19.7176161,85.5242355,road_intersection,120,0.0
8073459858,19.7174089,85.5241507,relief_camp,290,0.0
8073459871,19.7159823,85.5243465,road_intersection,481,0.0
8073459877,19.7150405,85.5250465,relief_camp,202,0.0
8073459884,19.7149289,85.5257501,road_intersection,296,0.0
8073473931,19.7178963,85.5232188,road_intersection,129,0.0
8073473934,19.7174172,85.5231457,road_intersection,108,0.0
8073473938,19.716813,85.5233627,road_intersection,402,0.0
8073507050,19.7217447,85.5284218,road_intersection,326,0.0
8073507076,19.7184959,85.5293192,road_intersection,135,0.0
8073507078,19.721896,85.5286806,road_intersection,275,0.0
8073507082,19.7210693,85.5292731,road_intersection,311,0.0
8073507097,19.7189938,85.5267212,road_intersection,76,0.0
8073507101,19.7126258,85.5210874,road_intersection,185,0.0
8073507112,19.7138086,85.5221972,road_intersection,439,0.0
8073523322,19.7155902,85.5245447,road_intersection,213,0.0
8073523332,19.7189517,85.5249182,road_intersection,369,0.0
8073523340,19.7178041,85.5254273,road_intersection,323,0.0
8073523369,19.7190433,85.5311469,road_intersection,52,0.0
8073553031,19.7184339,85.5213891,road_intersection,477,0.0
8073553037,19.7167699,85.5217145,road_intersection,482,0.0
8073553038,19.7164639,85.5219408,road_intersection,351,0.0
8073553042,19.7163895,85.522368,road_intersection,121,0.0
8073553046,19.7170171,85.523259,relief_camp,430,0.0
8073553053,19.7177066,85.5224977,hospital,50,0.0
8073553059,19.7137287,85.5253782,road_intersection,279,0.0
8073553095,19.7115809,85.5215331,road_intersection,242,0.0
8073553097,19.7126321,85.5228759,road_intersection,364,0.0
8073560544,19.7148119,85.5246943,road_intersection,113,0.0
8073560557,19.7137132,85.5220284,road_intersection,444,0.0
8073560558,19.7176111,85.5237781,road_intersection,307,0.0
8073560568,19.7180558,85.5203982,road_intersection,167,0.0
8073600165,19.7121314,85.5213831,road_intersection,190,0.0
8073600168,19.7132207,85.5225599,relief_camp,359,0.0
8073691416,19.693869,85.5333191,hospital,133,0.0
8073716520,19.6948771,85.5346239,road_intersection,183,0.0
8073716531,19.6970903,85.5370564,road_intersection,494,0.0
8073716540,19.6981962,85.5398437,road_intersection,446,0.0
8073716556,19.6929407,85.5244878,road_intersection,200,0.0
8073716571,19.7004428,85.521654,road_intersection,300,0.0
8073716581,19.7024506,85.5223465,road_intersection,237,0.0
8073716643,19.7056116,85.5313471,road_intersection,140,0.0
8073716650,19.7036114,85.5320181,road_intersection,182,0.0
8073716653,19.7029442,85.532644,road_intersection,98,0.0
8073716655,19.7010227,85.5348738,road_intersection,427,0.0
8073716663,19.7012311,85.5382815,road_intersection,161,0.0
8073716666,19.7029581,85.5407693,road_intersection,138,0.0
8073716675,19.7089683,85.5343417,road_intersection,337,0.0
8073716676,19.7085027,85.5346207,road_intersection,107,0.0
8073716677,19.7084377,85.5346556,road_intersection,481,0.0
8073716703,19.7073962,85.5302625,road_intersection,447,0.0
8073716707,19.7080731,85.5319779,hospital,236,0.0
8073716722,19.7025548,85.5228168,road_intersection,132,0.0
8073716739,19.7072157,85.5300679,road_intersection,113,0.0
8073716740,19.7073234,85.5302614,road_intersection,436,0.0
8073716753,19.6926131,85.5312713,road_intersection,248,0.0
8073716757,19.6947398,85.5308356,road_intersection,310,0.0
8073716758,19.6952398,85.5307149,road_intersection,105,0.0
8073716763,19.6972727,85.5309652,road_intersection,421,0.0
8073716768,19.7022637,85.5317153,road_intersection,283,0.0
8073716783,19.6984861,85.5328969,road_intersection,81,0.0
8073716785,19.6998439,85.5342653,road_intersection,84,0.0
8073798964,19.6983257,85.5397693,road_intersection,484,0.0
8073798965,19.6982491,85.539817,road_intersection,75,0.0
8073798968,19.6988311,85.5407601,road_intersection,185,0.0
8073798971,19.7005062,85.5372195,road_intersection,55,0.0
8073798985,19.6987774,85.5399179,hospital,76,0.0
8073798992,19.6979046,85.5331868,road_intersection,416,0.0
8073799002,19.6958591,85.5338251,road_intersection,394,0.0
8073889605,19.7078042,85.5322156,road_intersection,199,0.0
8073894227,19.7098502,85.5346861,road_intersection,130,0.0
8073894228,19.7092413,85.5347867,road_intersection,162,0.0
8073894241,19.6966971,85.5210656,road_intersection,208,0.0
8073894249,19.6969612,85.5225516,road_intersection,400,0.0
8074087193,19.6944501,85.5341597,road_intersection,318,0.0
8074087202,19.6979435,85.5362443,road_intersection,250,0.0
8074116930,19.7021104,85.5324262,road_intersection,80,0.0
8074116946,19.7021931,85.5335144,road_intersection,102,0.0
8074116948,19.7018278,85.5391272,road_intersection,141,0.0
8074140844,19.7114903,85.5363063,road_intersection,145,0.0
8074140850,19.702232,85.5334709,road_intersection,270,0.0
8074140906,19.7087479,85.5339298,road_intersection,439,0.0
8074140913,19.7089386,85.5351965,road_intersection,240,0.0
8074269390,19.7116746,85.5199842,road_intersection,198,0.0
8074269404,19.7095355,85.519416,road_intersection,301,0.0
8074269405,19.7093166,85.5190674,road_intersection,84,0.0
8074322518,19.7018061,85.5246794,road_intersection,378,0.0
8074322521,19.7085304,85.5195507,road_intersection,75,0.0
8074322535,19.6946678,85.5301778,road_intersection,209,0.0
8074322536,19.7068201,85.5302516,road_intersection,479,0.0
8074322540,19.6959924,85.5315586,road_intersection,232,0.0
8074406082,19.6997184,85.5434365,hospital,387,0.0
8074406091,19.7014537,85.547408,road_intersection,172,0.0
8074416853,19.6999013,85.543064,road_intersection,434,0.0
8074416855,19.6998254,85.5423574,road_intersection,203,0.0
8074416861,19.6999738,85.543305,road_intersection,152,0.0
8074416867,19.7001655,85.5441881,road_intersection,73,0.0
8074416868,19.700232,85.5432067,road_intersection,188,0.0
8074416871,19.7006131,85.5426963,relief_camp,311,0.0
8074416876,19.7006599,85.5433795,hospital,78,0.0
8074416904,19.7012719,85.5427025,road_intersection,127,0.0
8074416907,19.7010176,85.5427807,hospital,206,0.0
8074416911,19.7006625,85.5428161,road_intersection,373,0.0
8074424456,19.7003067,85.5421603,road_intersection,319,0.0
8074424457,19.7004998,85.5427587,road_intersection,69,0.0
8074424465,19.7023903,85.5425182,road_intersection,66,0.0
8076377113,19.7139907,85.4810837,road_intersection,77,0.0
8076377114,19.7138885,85.4815807,road_intersection,199,0.0
8076418117,19.7134377,85.4831009,road_intersection,178,0.0
8076418122,19.7135593,85.4849584,road_intersection,102,0.0
8076418129,19.7137622,85.4865107,road_intersection,247,0.0
8076418147,19.713773,85.4917861,road_intersection,316,0.0
8076418190,19.7152383,85.4814443,road_intersection,362,0.0
8076418193,19.7146786,85.4811612,hospital,498,0.0
8076418195,19.7144877,85.4828895,road_intersection,362,0.0
8076418220,19.7119285,85.4819927,road_intersection,494,0.0
8076435714,19.7135156,85.4876512,road_intersection,488,0.0
8076455550,19.7129672,85.4795219,road_intersection,431,0.0
8076455564,19.711796,85.4792051,road_intersection,208,0.0
8076455565,19.7130577,85.4786119,road_intersection,69,0.0
8076455587,19.7134586,85.4806032,road_intersection,76,0.0
8076455592,19.7139951,85.4805867,road_intersection,442,0.0
8076455593,19.7136913,85.4805889,road_intersection,438,0.0
8076455594,19.7139526,85.4803061,road_intersection,189,0.0
8076455599,19.7146094,85.4816985,road_intersection,379,0.0
8076455603,19.7151784,85.4814105,road_intersection,254,0.0
8076455605,19.7147542,85.480376,road_intersection,80,0.0
8076534581,19.6983465,85.518914,road_intersection,345,0.0
8076599657,19.7020892,85.5469084,road_intersection,87,0.0
8076599660,19.7011806,85.5440525,road_intersection,108,0.0
8076768255,19.6929742,85.4945625,road_intersection,264,0.0
8076768258,19.6927082,85.4952171,road_intersection,81,0.0
8076768265,19.6923003,85.4950464,road_intersection,204,0.0
8076830363,19.7049504,85.4921769,road_intersection,389,0.0
8076830375,19.704073,85.4934993,road_intersection,318,0.0
8076830376,19.7011609,85.4924816,road_intersection,74,0.0
8076830379,19.7014092,85.4931822,road_intersection,148,0.0
8076830391,19.7018763,85.4930824,road_intersection,498,0.0
8076830414,19.6916479,85.4931054,road_intersection,482,0.0
8076840420,19.6907548,85.4949595,road_intersection,464,0.0
8076840427,19.6913618,85.4952368,road_intersection,280,0.0
8076840435,19.6911833,85.4938323,road_intersection,244,0.0
8076840443,19.689866,85.4936929,road_intersection,388,0.0
8076879816,19.6934155,85.4856207,road_intersection,481,0.0
8076911433,19.6955431,85.4867825,road_intersection,106,0.0
8076911445,19.6971261,85.485891,hospital,453,0.0
8076911454,19.6983803,85.4846093,road_intersection,328,0.0
8076911455,19.6961787,85.4855036,road_intersection,113,0.0
8076911468,19.7000762,85.491917,road_intersection,440,0.0
8076911496,19.6953272,85.4874578,road_intersection,64,0.0
8076911523,19.693806,85.4910458,hospital,60,0.0
8076911534,19.6928943,85.4910177,relief_camp,215,0.0
8076911553,19.6920813,85.4932515,road_intersection,293,0.0
8076911555,19.691844,85.4933883,road_intersection,242,0.0
8076954966,19.6906665,85.4916508,road_intersection,161,0.0
8076954988,19.6917626,85.4920322,road_intersection,346,0.0
8076954995,19.6915091,85.4929141,road_intersection,265,0.0
8076954996,19.6909042,85.4911362,road_intersection,104,0.0
8076955001,19.6903818,85.4912133,road_intersection,418,0.0
8076991435,19.6926939,85.4842478,road_intersection,189,0.0
8076991439,19.6928115,85.4846899,relief_camp,361,0.0
8076991448,19.6933359,85.4838064,road_intersection,208,0.0
8077036690,19.6885744,85.4974552,road_intersection,390,0.0
8077036697,19.6907333,85.4945804,road_intersection,177,0.0
8077192016,19.7023233,85.5010234,road_intersection,145,0.0
8077204040,19.7060897,85.5076141,road_intersection,83,0.0
8077204073,19.7014834,85.5116716,hospital,425,0.0
8077204097,19.6957429,85.5111828,road_intersection,375,0.0
8077204108,19.6948048,85.5123067,road_intersection,326,0.0
8077204110,19.6942077,85.5124907,road_intersection,324,0.0
8077204122,19.6928481,85.5138395,road_intersection,81,0.0
8077204188,19.7008892,85.511777,road_intersection,235,0.0
8077204199,19.6954464,85.5169029,road_intersection,439,0.0
8077204216,19.692939,85.5138039,road_intersection,180,0.0
8077204217,19.6947613,85.5134485,hospital,75,0.0
8077204266,19.695638,85.5106657,road_intersection,428,0.0
8077371537,19.7038107,85.5102091,hospital,62,0.0
8077371539,19.7039122,85.5115317,road_intersection,360,0.0
8077371540,19.703081,85.5117827,road_intersection,426,0.0
8077371546,19.7045529,85.5127828,road_intersection,386,0.0
8077408507,19.7091055,85.518897,road_intersection,55,0.0
8077475900,19.692388,85.507311,road_intersection,454,0.0
8077475907,19.6963305,85.5037697,road_intersection,89,0.0
8077482030,19.6984936,85.5062042,road_intersection,434,0.0
8077482051,19.7022588,85.5044272,road_intersection,57,0.0
8077482070,19.6967087,85.5050584,road_intersection,271,0.0
8077482085,19.6973763,85.5035018,hospital,447,0.0
8077487973,19.6999519,85.5040495,road_intersection,168,0.0
8077487982,19.7008015,85.5041779,relief_camp,70,0.0
8077487985,19.7021,85.5041879,road_intersection,89,0.0
8077608844,19.6832465,85.501048,road_intersection,218,0.0
8077608850,19.6826768,85.5011003,road_intersection,212,0.0
8077608862,19.6826389,85.500473,road_intersection,147,0.0
8077608890,19.6801646,85.497656,road_intersection,256,0.0
8077608891,19.6799803,85.4979292,road_intersection,204,0.0
8077608899,19.6800825,85.4987656,road_intersection,316,0.0
8077608900,19.6803986,85.4986179,road_intersection,181,0.0
8077608910,19.6796906,85.4957913,road_intersection,191,0.0
8077616362,19.6841432,85.506245,road_intersection,450,0.0
8077616376,19.6817554,85.5064595,road_intersection,403,0.0
8077616391,19.6834766,85.5095919,road_intersection,396,0.0
8077616396,19.6841447,85.5105646,road_intersection,221,0.0
8077616403,19.6845144,85.512455,road_intersection,449,0.0
8077650116,19.6881574,85.5176707,hospital,203,0.0
8077664551,19.68531,85.508814,hospital,374,0.0
8077664556,19.6848892,85.5091751,road_intersection,388,0.0
8077664595,19.6845222,85.5102733,road_intersection,198,0.0
8077711919,19.6839119,85.5078601,road_intersection,327,0.0
8077711937,19.6843912,85.5082967,road_intersection,133,0.0
8077711945,19.6842452,85.5085982,road_intersection,223,0.0
8077711961,19.6859909,85.5090235,road_intersection,288,0.0
8077711962,19.6856226,85.5086277,road_intersection,350,0.0
8077711980,19.6867421,85.515903,road_intersection,210,0.0
8077711988,19.6873368,85.5161385,road_intersection,371,0.0
8077726861,19.679748,85.4990262,road_intersection,340,0.0
8077726876,19.6862805,85.5156567,road_intersection,439,0.0
8079767932,19.6860184,85.5085029,road_intersection,67,0.0
8079767937,19.6856573,85.508665,road_intersection,281,0.0
8079767942,19.6853762,85.5088675,road_intersection,371,0.0
8079767943,19.6799091,85.4981795,road_intersection,240,0.0
8079767944,19.6800576,85.4981219,road_intersection,185,0.0
8079907903,19.6671261,85.4827676,road_intersection,312,0.0
8079907906,19.6759222,85.4566968,road_intersection,258,0.0
8079907932,19.6726193,85.4561887,road_intersection,243,0.0
8079989136,19.6808278,85.4612097,road_intersection,491,0.0
8079989141,19.6811919,85.4622952,road_intersection,240,0.0
8079989152,19.6748799,85.4543562,road_intersection,147,0.0
8079989156,19.6740575,85.454411,road_intersection,57,0.0
8079989161,19.6736178,85.4546488,road_intersection,103,0.0
8079989167,19.6729343,85.452529,road_intersection,292,0.0
8079989169,19.6737486,85.4518526,road_intersection,144,0.0
8081246560,19.6747424,85.4529814,road_intersection,99,0.0
8081246561,19.6743958,85.4533089,road_intersection,208,0.0
8081246572,19.6733459,85.4532787,road_intersection,158,0.0
8081267050,19.6799556,85.4684683,road_intersection,291,0.0
8081267063,19.6803043,85.4694629,road_intersection,75,0.0
8081267074,19.6731374,85.4537526,road_intersection,492,0.0
8084389948,19.701393,85.5038153,road_intersection,460,0.0
12606333623,19.6650763,85.4378032,road_intersection,442,0.0
8064172380,19.9524098,85.5117745,road_intersection,127,0.0
8064180686,19.9509909,85.5121446,road_intersection,372,0.0
8064180687,19.9508182,85.5120995,road_intersection,56,0.0
8064180705,19.9529961,85.5154921,road_intersection,374,0.0
8064180733,19.9520454,85.5149172,road_intersection,409,0.0
8064180736,19.9521978,85.5161653,relief_camp,177,0.0
8064180737,19.9524732,85.5148074,road_intersection,259,0.0
8064180738,19.9520725,85.5127221,road_intersection,468,0.0
8064180742,19.9528212,85.5171133,road_intersection,139,0.0
8064182588,19.9545067,85.5174687,road_intersection,293,0.0
8064182607,19.9535229,85.5144132,road_intersection,187,0.0
8064182610,19.957501,85.5182899,hospital,123,0.0
8064365329,19.9530018,85.5180699,road_intersection,357,0.0
8064423704,19.9400205,85.5356696,road_intersection,478,0.0
8064423766,19.9405551,85.5340853,road_intersection,304,0.0
8064423773,19.9402597,85.5378855,road_intersection,278,0.0
8064464281,19.9532249,85.5235594,road_intersection,290,0.0
8064470526,19.951211,85.5296365,road_intersection,120,0.0
8064470530,19.9555376,85.5229342,road_intersection,140,0.0
8064470556,19.950765,85.5306886,road_intersection,381,0.0
8064470561,19.9502077,85.5325512,road_intersection,314,0.0
8064470565,19.9509675,85.5232759,road_intersection,155,0.0
8064470573,19.9532624,85.5223653,road_intersection,58,0.0
8064470579,19.9506843,85.5308117,road_intersection,134,0.0
8064470846,19.9545445,85.5239895,road_intersection,277,0.0
8064470847,19.9545427,85.5231313,road_intersection,170,0.0
8064470849,19.9543963,85.5267532,road_intersection,379,0.0
8064470851,19.9546212,85.5255335,road_intersection,310,0.0
8064470860,19.9501729,85.5311791,road_intersection,116,0.0
8064470867,19.9504221,85.5338901,road_intersection,181,0.0
8064470868,19.9499504,85.5319232,road_intersection,66,0.0
8064470875,19.9497715,85.5331758,hospital,68,0.0
8064470879,19.9496847,85.5314968,road_intersection,389,0.0
8064475497,19.9441864,85.5440663,road_intersection,224,0.0
8064475519,19.9489767,85.5330604,road_intersection,447,0.0
8064475526,19.950411,85.5320569,road_intersection,155,0.0
8064475527,19.9486741,85.5335084,hospital,195,0.0
8064475564,19.9550126,85.5250708,road_intersection,280,0.0
8064475565,19.9549226,85.5255754,road_intersection,176,0.0
8064475570,19.9548067,85.5276116,road_intersection,257,0.0
8064475571,19.9650558,85.5238348,road_intersection,105,0.0
8064475579,19.9514004,85.5274877,road_intersection,85,0.0
8064475592,19.9570139,85.5293162,road_intersection,438,0.0
8064481289,19.9522115,85.5242836,road_intersection,160,0.0
8064481291,19.9541016,85.5239135,road_intersection,96,0.0
8064481294,19.9553453,85.52372,road_intersection,176,0.0
8064481296,19.9541899,85.5249839,road_intersection,239,0.0
8064481297,19.9546797,85.5250308,hospital,268,0.0
8064481299,19.9532521,85.5246254,hospital,395,0.0
8064510287,19.9572128,85.5307293,road_intersection,420,0.0
8064510296,19.9643431,85.5209791,road_intersection,181,0.0
8064510297,19.9637228,85.5232811,road_intersection,148,0.0
8064510298,19.9654919,85.521822,road_intersection,105,0.0
8064510300,19.945471,85.5253509,road_intersection,121,0.0
8064510305,19.9514821,85.5287724,road_intersection,62,0.0
8064510328,19.9473235,85.5224998,road_intersection,50,0.0
8064510338,19.9468876,85.5201209,road_intersection,238,0.0
8064510371,19.9452454,85.521298,road_intersection,323,0.0
8064510381,19.9469734,85.521939,road_intersection,419,0.0
8064510383,19.9470186,85.5245208,relief_camp,196,0.0
8064958384,19.9654095,85.52217,road_intersection,180,0.0
8064979495,19.9685484,85.5259315,road_intersection,352,0.0
8064979500,19.9669389,85.5225398,road_intersection,337,0.0
8064979501,19.9669853,85.5219984,hospital,361,0.0
8064979502,19.9663273,85.5233624,road_intersection,126,0.0
8064979503,19.9659804,85.5241715,road_intersection,70,0.0
8065120880,19.9702885,85.5232387,road_intersection,295,0.0
8065122186,19.969006,85.5248353,road_intersection,238,0.0
8065122189,19.9669554,85.524702,road_intersection,166,0.0
8076444391,19.9436681,85.5452034,hospital,486,0.0
8076444393,19.9429809,85.5469242,road_intersection,121,0.0
569928631,19.8351845,85.8366092,road_intersection,174,0.0
569928633,19.8409571,85.8366567,road_intersection,388,0.0
569928637,19.8385578,85.8369166,hospital,288,0.0
569928643,19.8513861,85.8362972,road_intersection,154,0.0
569928678,19.8772101,85.8167303,road_intersection,292,0.0
569928825,19.9832023,85.8250888,road_intersection,239,0.0
569928827,19.9792415,85.8249385,road_intersection,167,0.0
569928836,19.993932,85.8234454,road_intersection,352,0.0
569928886,20.0061803,85.8164611,road_intersection,401,0.0
569928922,20.0600477,85.8283331,road_intersection,80,0.0
569928939,20.0738078,85.8322039,road_intersection,51,0.0
569928940,20.0730119,85.8322822,road_intersection,457,0.0
569928943,20.0817008,85.8323538,road_intersection,152,0.0
569928972,20.1153375,85.8335527,relief_camp,88,0.0
569928973,20.1149485,85.8332856,road_intersection,317,0.0
569928982,20.1197844,85.8367917,road_intersection,195,0.0
569928986,20.1235562,85.838305,road_intersection,463,0.0
569928987,20.1234132,85.8382638,road_intersection,483,0.0
2283135726,19.8391212,85.8950529,road_intersection,5,0.932186814566789
2283167446,19.9001836,85.810504,road_intersection,136,0.0
2283167501,20.0640223,85.8290078,road_intersection,320,0.0
2283167508,20.0734324,85.832212,hospital,201,0.0
2283167514,20.0854992,85.8334163,road_intersection,51,0.0
2283167520,20.0964817,85.8343123,road_intersection,258,0.0
2283167537,20.1251779,85.8386088,road_intersection,330,0.0
2377764968,19.8961751,85.8025854,road_intersection,496,0.0
2377765253,19.896706,85.8008712,road_intersection,235,0.0
2377765258,19.8976817,85.7972335,road_intersection,406,0.0
2377765261,19.8976653,85.796616,hospital,245,0.0
2377765262,19.8975165,85.7962907,road_intersection,352,0.0
2377765264,19.8972838,85.7957468,road_intersection,486,0.0
2377765266,19.8971682,85.7954148,road_intersection,416,0.0
2377765802,19.8981141,85.7852637,road_intersection,357,0.0
2377765804,19.8979722,85.7849472,road_intersection,423,0.0
2377767149,19.8993545,85.7796461,road_intersection,138,0.0
2377767153,19.9001952,85.7781011,hospital,409,0.0
2377767165,19.900131,85.7664299,road_intersection,499,0.0
2377767175,19.9016652,85.764627,relief_camp,488,0.0
2381379472,19.9048278,85.7554391,road_intersection,165,0.0
2381379473,19.9048013,85.7551105,road_intersection,242,0.0
2381381738,19.9111212,85.7363686,road_intersection,359,0.0
2381381828,19.9257182,85.7116512,road_intersection,83,0.0
2381381834,19.9262669,85.7100011,road_intersection,356,0.0
2381385070,19.933263,85.6977274,road_intersection,174,0.0
2381385129,19.9477871,85.6733403,road_intersection,433,0.0
2381385152,19.9497667,85.6672011,road_intersection,326,0.0
2381387136,19.9803044,85.5983274,road_intersection,229,0.0
2381388497,19.9830516,85.5920854,road_intersection,72,0.0
2381388516,19.9802262,85.5877162,hospital,363,0.0
2381393443,19.9808157,85.5867036,hospital,291,0.0
2381393448,19.9810543,85.5858947,road_intersection,332,0.0
2381393451,19.9815487,85.5859252,road_intersection,58,0.0
2381393453,19.9816306,85.585871,road_intersection,246,0.0
2381393457,19.9819405,85.5849332,road_intersection,391,0.0
2381393464,19.9830334,85.5827673,road_intersection,463,0.0
2381393539,19.9866459,85.5675437,road_intersection,208,0.0
2381393545,19.9863631,85.5659562,road_intersection,163,0.0
2382166521,20.0041203,85.8446334,road_intersection,368,0.0
2382166546,20.0082934,85.8525912,road_intersection,15,0.8316635319256157
2382176013,20.0151604,85.8625782,road_intersection,45,0.9575793759734148
2382176125,20.0385871,85.8769662,road_intersection,33,0.9092104087178092
2382176144,20.0392927,85.8776374,road_intersection,46,0.7282532043662948
2382181281,20.0394541,85.8824413,road_intersection,13,0.9926867054910268
2382181346,20.0422743,85.9163053,road_intersection,8,0.9283419105971059
2382181394,20.0477091,85.9536853,road_intersection,424,0.0
2382181409,20.0481146,85.9649021,road_intersection,180,0.0
2441444601,20.1282111,85.7876443,road_intersection,203,0.0
2441444605,20.131767,85.7815934,road_intersection,170,0.0
2441444612,20.1364391,85.7701986,road_intersection,239,0.0
2441444623,20.1404561,85.7618857,road_intersection,455,0.0
2456503884,19.8597156,85.9382379,road_intersection,357,0.0
2456503905,19.8597583,85.9383061,road_intersection,82,0.0
2456503909,19.8597692,85.938189,road_intersection,449,0.0
2456503915,19.8597907,85.9383035,road_intersection,249,0.0
2456503926,19.8598169,85.9382154,road_intersection,361,0.0
2456503940,19.8599918,85.9383233,road_intersection,214,0.0
2456503964,19.880133,85.9479797,road_intersection,92,0.0
2456661964,20.0776518,85.9627182,road_intersection,239,0.0
2456661989,20.0849741,85.9300181,road_intersection,20,0.9358192915830861
2456662067,20.096976,85.9000763,road_intersection,5,0.7384340898026637
2456662129,20.1179256,85.8419873,hospital,388,0.0
2456662132,20.1178606,85.8428203,road_intersection,438,0.0
2456662158,20.1197354,85.8375717,road_intersection,459,0.0
2456662170,20.1200615,85.8369435,road_intersection,160,0.0
2815695765,20.1200814,85.8493002,road_intersection,33,0.8351157813686702
2815695770,20.1283944,85.8420151,road_intersection,289,0.0
